gene.name	uniprot	MolecularFunctions	gene.score	in.AutismKB	in.DDG2P_16_7_2019	in.Table S5	in.denovo_rare(MAF<1%)	in.iPSYCH	in.SFARI	resource.count	in.signor	in.largest.comp	out.edge.in.largest.comp	in.edge.in.largest.comp	glob.out	glob.in
RNF157	Q96PX1	"metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
PRDM2	Q13029	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone methyltransferase activity [GO:0042054]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
COL5A2	P05997	"extracellular matrix structural constituent [GO:0005201]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; metal ion binding [GO:0046872]; SMAD binding [GO:0046332]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
FOXD2	O60548	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
IL22RA2	Q969J5	"cytokine receptor activity [GO:0004896]; interleukin-22 binding [GO:0042017]; interleukin-22 receptor activity [GO:0042018]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
EVI5	O60447	"GTPase activator activity [GO:0005096]; small GTPase binding [GO:0031267]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
PAX5	Q02548	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; molecular adaptor activity [GO:0060090]; nucleic acid binding [GO:0003676]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"	1	no	no	yes	no	yes	yes	3	yes	yes	2	5	2	5
FGF2	P09038	"chemoattractant activity [GO:0042056]; chemokine binding [GO:0019956]; cytokine activity [GO:0005125]; fibroblast growth factor receptor binding [GO:0005104]; growth factor activity [GO:0008083]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; nuclear receptor coactivator activity [GO:0030374]; receptor-receptor interaction [GO:0090722]"		no	no	no	no	no	no	0	yes	yes	3	1	3	1
DPPA4	Q7L190	chromatin binding [GO:0003682]		no	no	no	no	no	no	0	yes	yes	0	2	0	2
ARNT	P27540	"aryl hydrocarbon receptor binding [GO:0017162]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear receptor activity [GO:0004879]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]"		no	no	no	no	no	no	0	yes	yes	4	3	4	3
CDK11A	Q9UQ88	"ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
DOK5	Q9P104			no	no	no	yes	no	no	1	yes	yes	0	1	0	1
KPNB1	Q14974	"enzyme binding [GO:0019899]; Hsp90 protein binding [GO:0051879]; importin-alpha family protein binding [GO:0061676]; nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	2	1	2	1
TNFAIP1	Q13829	"cyclin binding [GO:0030332]; identical protein binding [GO:0042802]; small GTPase binding [GO:0031267]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
MMUT	P22033	"cobalamin binding [GO:0031419]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; methylmalonyl-CoA mutase activity [GO:0004494]; modified amino acid binding [GO:0072341]; protein homodimerization activity [GO:0042803]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
HDLBP	Q00341	"cadherin binding [GO:0045296]; lipid binding [GO:0008289]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]"	1	no	no	no	no	yes	yes	2	yes	yes	4	0	4	0
MAST2	Q6P0Q8	"ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; microtubule binding [GO:0008017]; phosphatase binding [GO:0019902]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
PRSS1	P07477	"metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
CCR3	P51677	"C-C chemokine binding [GO:0019957]; C-C chemokine receptor activity [GO:0016493]; chemokine receptor activity [GO:0004950]"		no	no	no	no	no	no	0	yes	yes	2	2	2	2
CENPN	Q96H22			no	no	no	no	no	no	0	yes	yes	2	0	2	0
HBE1	P02100	"heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
PPARGC1A	Q9UBK2	"chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; DNA-binding transcription factor binding [GO:0140297]; nuclear receptor binding [GO:0016922]; nuclear receptor coactivator activity [GO:0030374]; RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565]; signaling receptor binding [GO:0005102]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; ubiquitin protein ligase binding [GO:0031625]"		no	no	no	no	no	no	0	yes	yes	4	12	4	12
HJURP	Q8NCD3	"DNA binding [GO:0003677]; histone binding [GO:0042393]; identical protein binding [GO:0042802]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
SS18	Q15532	nuclear receptor coactivator activity [GO:0030374]		no	no	no	no	no	no	0	yes	yes	2	0	2	0
IRF2BPL	Q9H1B7	"metal ion binding [GO:0046872]; transcription corepressor activity [GO:0003714]; ubiquitin protein ligase activity [GO:0061630]"	1	no	yes	no	no	yes	yes	3	yes	yes	4	2	4	2
SSTR2	P30874	"G protein-coupled receptor activity [GO:0004930]; neuropeptide binding [GO:0042923]; PDZ domain binding [GO:0030165]; peptide binding [GO:0042277]; somatostatin receptor activity [GO:0004994]"		no	no	no	no	no	no	0	yes	yes	3	4	3	4
EDN1	P05305	"cytokine activity [GO:0005125]; endothelin A receptor binding [GO:0031707]; endothelin B receptor binding [GO:0031708]; hormone activity [GO:0005179]"		no	yes	no	no	no	no	1	yes	yes	2	2	2	2
DLG2	Q15700	"guanylate kinase activity [GO:0004385]; kinase binding [GO:0019900]"	2	no	no	no	no	no	yes	1	yes	yes	2	1	2	1
MCTS1	Q9ULC4	"RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
L1CAM	P32004	"axon guidance receptor activity [GO:0008046]; protein domain specific binding [GO:0019904]"		no	yes	no	no	no	no	1	yes	yes	0	4	0	4
PAX6	P26367	"chromatin DNA binding [GO:0031490]; co-SMAD binding [GO:0070410]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone acetyltransferase binding [GO:0035035]; HMG box domain binding [GO:0071837]; protein kinase binding [GO:0019901]; R-SMAD binding [GO:0070412]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]; transcription coregulator binding [GO:0001221]; ubiquitin protein ligase binding [GO:0031625]"	NA	yes	yes	no	no	no	yes	3	yes	yes	1	3	1	3
Beta-endorphin				no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
CDH16	O75309	calcium ion binding [GO:0005509]		no	no	no	no	no	no	0	yes	yes	1	1	1	1
RFC1	P35251	"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA clamp loader activity [GO:0003689]; DNA clamp unloader activity [GO:0061860]; double-stranded DNA binding [GO:0003690]; enzyme activator activity [GO:0008047]; protein domain specific binding [GO:0019904]; sequence-specific DNA binding [GO:0043565]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
HK1	P19367	"ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; glucokinase activity [GO:0004340]; glucosamine kinase activity [GO:0047931]; glucose binding [GO:0005536]; hexokinase activity [GO:0004396]; mannokinase activity [GO:0019158]; peptidoglycan binding [GO:0042834]"		no	no	no	no	no	no	0	yes	yes	2	3	2	3
ASXL2	Q76L83	"chromatin binding [GO:0003682]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; peroxisome proliferator activated receptor binding [GO:0042975]"		no	yes	no	no	no	no	1	yes	yes	1	0	1	0
BPI	P17213	lipopolysaccharide binding [GO:0001530]		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
NDUFC1	O43677	NADH dehydrogenase (ubiquinone) activity [GO:0008137]		no	no	no	no	no	no	0	yes	yes	1	0	1	0
UBAC1	Q9BSL1			no	no	no	no	no	no	0	yes	yes	1	0	1	0
SIRT1	Q96EB6	"bHLH transcription factor binding [GO:0043425]; deacetylase activity [GO:0019213]; DNA-binding transcription factor binding [GO:0140297]; enzyme binding [GO:0019899]; histone binding [GO:0042393]; histone deacetylase activity [GO:0004407]; HLH domain binding [GO:0043398]; identical protein binding [GO:0042802]; keratin filament binding [GO:1990254]; metal ion binding [GO:0046872]; mitogen-activated protein kinase binding [GO:0051019]; NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; NAD-dependent histone decrotonylase activity [GO:0160012]; NAD-dependent histone H3K9 deacetylase activity [GO:0046969]; NAD-dependent protein deacetylase activity [GO:0034979]; nuclear receptor binding [GO:0016922]; p53 binding [GO:0002039]; promoter-specific chromatin binding [GO:1990841]; protein C-terminus binding [GO:0008022]; protein lysine deacetylase activity [GO:0033558]; protein-propionyllysine depropionylase activity [GO:0106231]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]"		no	no	no	yes	no	no	1	yes	yes	25	11	25	11
TGFBI	Q15582	"cell adhesion molecule binding [GO:0050839]; collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]; extracellular matrix structural constituent [GO:0005201]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]"		no	no	no	no	no	no	0	yes	yes	8	1	8	1
CARS				no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
TBX4	P57082	"DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
ELF3	P78545	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
MANBA	O00462	"beta-mannosidase activity [GO:0004567]; mannose binding [GO:0005537]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
ASCC1	Q8N9N2	RNA binding [GO:0003723]		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
TECPR2	O15040			no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
RIMS2	Q9UQ26	"metal ion binding [GO:0046872]; small GTPase binding [GO:0031267]; transmembrane transporter binding [GO:0044325]"	3	no	no	no	no	no	yes	1	yes	yes	4	5	4	5
CCNA1	P78396	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]		no	no	no	no	no	no	0	yes	yes	0	2	0	2
SEM1	Q6ZVN7			no	no	no	no	no	no	0	yes	yes	1	0	1	0
SPTLC1	O15269	"pyridoxal phosphate binding [GO:0030170]; serine C-palmitoyltransferase activity [GO:0004758]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
PDE4A	P27815	"3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; 3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; cAMP binding [GO:0030552]; metal ion binding [GO:0046872]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
CRHR2	Q13324	"corticotrophin-releasing factor receptor activity [GO:0015056]; corticotropin-releasing hormone receptor activity [GO:0043404]; G protein-coupled peptide receptor activity [GO:0008528]; peptide hormone binding [GO:0017046]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
MSTN	O14793	"cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]"		no	no	no	no	no	no	0	yes	yes	1	3	1	3
MNX1	P50219	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; sequence-specific double-stranded DNA binding [GO:1990837]"		no	yes	no	no	no	no	1	yes	yes	0	1	0	1
TIGIT	Q495A1	"identical protein binding [GO:0042802]; signaling receptor binding [GO:0005102]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
ASTN2	O75129	"calcium ion binding [GO:0005509]; inositol 1,3,4,5 tetrakisphosphate binding [GO:0043533]"	2	no	no	no	no	no	yes	1	yes	yes	NA	NA	1	0
MRPS12	O15235	"RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
EID2	Q8N6I1	"SMAD binding [GO:0046332]; transcription corepressor activity [GO:0003714]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
CRYGC	P07315	structural constituent of eye lens [GO:0005212]		no	yes	no	no	no	no	1	yes	yes	0	1	0	1
LRRK1	Q38SD2	"ATP binding [GO:0005524]; GTP binding [GO:0005525]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine phosphatase activity [GO:0004722]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
OXTR	P30559	"G protein-coupled receptor activity [GO:0004930]; oxytocin receptor activity [GO:0004990]; peptide binding [GO:0042277]; peptide hormone binding [GO:0017046]; vasopressin receptor activity [GO:0005000]"	2	yes	no	no	no	no	yes	2	yes	yes	7	4	7	4
CACNA1C	Q13936	"alpha-actinin binding [GO:0051393]; calmodulin binding [GO:0005516]; high voltage-gated calcium channel activity [GO:0008331]; metal ion binding [GO:0046872]; voltage-gated calcium channel activity [GO:0005245]; voltage-gated calcium channel activity involved in AV node cell action potential [GO:0086056]; voltage-gated calcium channel activity involved in cardiac muscle cell action potential [GO:0086007]"	1	yes	yes	no	no	no	yes	3	yes	yes	1	4	1	4
BCL2A1	Q16548	"protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
SOSTDC1	Q6X4U4	"BMP binding [GO:0036122]; BMP receptor activity [GO:0098821]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
IFNAR2	P48551	"cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; protein kinase binding [GO:0019901]; type I interferon binding [GO:0019962]; type I interferon receptor activity [GO:0004905]"		no	no	no	no	no	no	0	yes	yes	1	6	1	6
EFR3A	Q14156		2	yes	no	no	no	no	yes	2	yes	yes	2	0	2	0
SNAI2	O43623	"chromatin binding [GO:0003682]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; E-box binding [GO:0070888]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
SETD1B	Q9UPS6	"histone H3K4 methyltransferase activity [GO:0042800]; histone lysine N-methyltransferase activity [GO:0018024]; RNA binding [GO:0003723]"	3	no	yes	no	no	no	yes	2	yes	yes	4	0	4	0
RSPH3	Q86UC2			no	yes	no	no	no	no	1	yes	yes	0	1	0	1
DDOST	P39656	enzyme activator activity [GO:0008047]		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
HECTD3	Q5T447	"syntaxin binding [GO:0019905]; ubiquitin-protein transferase activity [GO:0004842]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
STX1B	P61266	"protein kinase binding [GO:0019901]; signaling receptor binding [GO:0005102]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
ZCCHC8	Q6NZY4	"RNA binding [GO:0003723]; zinc ion binding [GO:0008270]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
STAP2	Q9UGK3	signaling adaptor activity [GO:0035591]		no	no	no	no	no	no	0	yes	yes	0	3	0	3
SH3BP1	Q9Y3L3	"GTPase activator activity [GO:0005096]; semaphorin receptor binding [GO:0030215]; SH3 domain binding [GO:0017124]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
